strategy,cagr,sharpe,mdd,calmar,years,start,end,pct_in_market,trades,bh_cagr,bh_sharpe,bh_mdd
Above_MA60 | 创业板 [IS],7.64,0.447,-55.75,0.137,10.6,2012-01-05,2022-12-30,53.3,84.0,11.98,0.522,-69.74
Above_MA60 | 创业板 [OOS],16.03,0.729,-20.26,0.791,3.1,2023-01-03,2026-03-24,45.8,20.0,11.14,0.5,-41.45
Dist_MA120<-3% | 创业板 [FULL],0.32,0.107,-49.29,0.006,13.7,2012-01-05,2026-03-24,33.2,55.0,11.79,0.517,-69.74
Dist_MA120<-3% | 创业板 [IS],0.46,0.117,-38.88,0.012,10.6,2012-01-05,2022-12-30,30.7,39.0,11.98,0.522,-69.74
Dist_MA120<-3% | 创业板 [OOS],-0.16,0.07,-31.91,-0.005,3.1,2023-01-03,2026-03-24,42.0,15.0,11.14,0.5,-41.45
Dist_MA120<-5% | 创业板 [FULL],0.26,0.1,-40.92,0.006,13.7,2012-01-05,2026-03-24,27.1,58.0,11.79,0.517,-69.74
Dist_MA120<-5% | 创业板 [IS],1.13,0.152,-39.34,0.029,10.6,2012-01-05,2022-12-30,25.2,40.0,11.98,0.522,-69.74
Dist_MA120<-5% | 创业板 [OOS],-2.66,-0.111,-26.77,-0.099,3.1,2023-01-03,2026-03-24,33.5,17.0,11.14,0.5,-41.45
Dist_MA120<-8% | 创业板 [FULL],4.19,0.358,-31.57,0.133,13.7,2012-01-05,2026-03-24,17.1,61.0,11.79,0.517,-69.74
Dist_MA120<-8% | 创业板 [IS],4.26,0.349,-31.57,0.135,10.6,2012-01-05,2022-12-30,16.6,45.0,11.98,0.522,-69.74
Dist_MA120<-8% | 创业板 [OOS],3.95,0.422,-18.51,0.213,3.1,2023-01-03,2026-03-24,18.9,16.0,11.14,0.5,-41.45
Dist_MA120<-10% | 创业板 [FULL],4.24,0.388,-33.36,0.127,13.7,2012-01-05,2026-03-24,10.9,46.0,11.79,0.517,-69.74
Dist_MA120<-10% | 创业板 [IS],4.07,0.358,-33.36,0.122,10.6,2012-01-05,2022-12-30,10.9,30.0,11.98,0.522,-69.74
Dist_MA120<-10% | 创业板 [OOS],4.86,0.586,-14.13,0.344,3.1,2023-01-03,2026-03-24,10.9,16.0,11.14,0.5,-41.45
Dist_MA120<-15% | 创业板 [FULL],2.95,0.345,-23.41,0.126,13.7,2012-01-05,2026-03-24,4.1,22.0,11.79,0.517,-69.74
Dist_MA120<-15% | 创业板 [IS],3.23,0.347,-23.41,0.138,10.6,2012-01-05,2022-12-30,4.9,19.0,11.98,0.522,-69.74
Dist_MA120<-15% | 创业板 [OOS],1.99,0.452,-4.72,0.422,3.1,2023-01-03,2026-03-24,1.2,3.0,11.14,0.5,-41.45
Above_MA120 | 创业板 [FULL],8.96,0.49,-62.89,0.143,13.7,2012-01-05,2026-03-24,53.2,68.0,11.79,0.517,-69.74
Above_MA120 | 创业板 [IS],7.76,0.447,-62.89,0.123,10.6,2012-01-05,2022-12-30,54.7,54.0,11.98,0.522,-69.74
Above_MA120 | 创业板 [OOS],13.19,0.625,-24.45,0.54,3.1,2023-01-03,2026-03-24,47.9,14.0,11.14,0.5,-41.45
Dist_MA250<-3% | 创业板 [FULL],-2.34,-0.058,-53.83,-0.043,13.7,2012-01-05,2026-03-24,36.6,31.0,11.79,0.517,-69.74
Dist_MA250<-3% | 创业板 [IS],-2.02,-0.037,-39.12,-0.052,10.6,2012-01-05,2022-12-30,32.7,25.0,11.98,0.522,-69.74
Dist_MA250<-3% | 创业板 [OOS],-3.44,-0.133,-36.0,-0.096,3.1,2023-01-03,2026-03-24,49.9,5.0,11.14,0.5,-41.45
Dist_MA250<-5% | 创业板 [FULL],-2.15,-0.057,-51.75,-0.041,13.7,2012-01-05,2026-03-24,32.8,33.0,11.79,0.517,-69.74
Dist_MA250<-5% | 创业板 [IS],-0.92,0.024,-38.42,-0.024,10.6,2012-01-05,2022-12-30,28.7,24.0,11.98,0.522,-69.74
Dist_MA250<-5% | 创业板 [OOS],-6.25,-0.355,-34.41,-0.182,3.1,2023-01-03,2026-03-24,46.9,8.0,11.14,0.5,-41.45
Dist_MA250<-8% | 创业板 [FULL],-0.54,0.039,-40.23,-0.014,13.7,2012-01-05,2026-03-24,27.2,37.0,11.79,0.517,-69.74
Dist_MA250<-8% | 创业板 [IS],-0.14,0.068,-37.27,-0.004,10.6,2012-01-05,2022-12-30,24.2,23.0,11.98,0.522,-69.74
Dist_MA250<-8% | 创业板 [OOS],-1.92,-0.067,-29.54,-0.065,3.1,2023-01-03,2026-03-24,37.5,13.0,11.14,0.5,-41.45
Dist_MA250<-10% | 创业板 [FULL],0.32,0.093,-32.52,0.01,13.7,2012-01-05,2026-03-24,22.1,39.0,11.79,0.517,-69.74
Dist_MA250<-10% | 创业板 [IS],1.06,0.146,-31.1,0.034,10.6,2012-01-05,2022-12-30,19.9,26.0,11.98,0.522,-69.74
Dist_MA250<-10% | 创业板 [OOS],-2.17,-0.107,-26.37,-0.082,3.1,2023-01-03,2026-03-24,29.7,13.0,11.14,0.5,-41.45
Dist_MA250<-15% | 创业板 [FULL],4.45,0.472,-22.61,0.197,13.7,2012-01-05,2026-03-24,9.8,33.0,11.79,0.517,-69.74
Dist_MA250<-15% | 创业板 [IS],5.22,0.52,-22.61,0.231,10.6,2012-01-05,2022-12-30,10.1,25.0,11.98,0.522,-69.74
Dist_MA250<-15% | 创业板 [OOS],1.87,0.27,-16.63,0.113,3.1,2023-01-03,2026-03-24,8.6,8.0,11.14,0.5,-41.45
Above_MA250 | 创业板 [FULL],13.97,0.669,-61.87,0.226,13.7,2012-01-05,2026-03-24,51.1,28.0,11.79,0.517,-69.74
Above_MA250 | 创业板 [IS],14.0,0.676,-61.87,0.226,10.6,2012-01-05,2022-12-30,52.8,24.0,11.98,0.522,-69.74
Above_MA250 | 创业板 [OOS],13.89,0.648,-29.94,0.464,3.1,2023-01-03,2026-03-24,45.1,4.0,11.14,0.5,-41.45
Vol20<MA120 | 创业板 [FULL],-1.51,0.015,-73.49,-0.021,13.7,2012-01-05,2026-03-24,54.1,74.0,11.79,0.517,-69.74
Vol20<MA120 | 创业板 [IS],-0.85,0.052,-73.49,-0.012,10.6,2012-01-05,2022-12-30,52.2,57.0,11.98,0.522,-69.74
Vol20<MA120 | 创业板 [OOS],-3.76,-0.123,-44.47,-0.085,3.1,2023-01-03,2026-03-24,60.5,17.0,11.14,0.5,-41.45
HighVol70&BelowMA250 | 创业板 [FULL],3.4,0.328,-23.68,0.144,13.7,2012-01-05,2026-03-24,11.1,39.0,11.79,0.517,-69.74
HighVol70&BelowMA250 | 创业板 [IS],2.25,0.235,-23.68,0.095,10.6,2012-01-05,2022-12-30,11.2,29.0,11.98,0.522,-69.74
HighVol70&BelowMA250 | 创业板 [OOS],7.47,0.739,-16.17,0.462,3.1,2023-01-03,2026-03-24,10.8,10.0,11.14,0.5,-41.45
HighVol80&BelowMA250 | 创业板 [FULL],7.78,0.76,-16.58,0.469,13.7,2012-01-05,2026-03-24,7.4,30.0,11.79,0.517,-69.74
HighVol80&BelowMA250 | 创业板 [IS],6.12,0.586,-16.58,0.369,10.6,2012-01-05,2022-12-30,7.9,24.0,11.98,0.522,-69.74
HighVol80&BelowMA250 | 创业板 [OOS],13.69,1.607,-2.51,5.457,3.1,2023-01-03,2026-03-24,5.4,6.0,11.14,0.5,-41.45
HighVol90&BelowMA250 | 创业板 [FULL],3.87,0.526,-16.58,0.233,13.7,2012-01-05,2026-03-24,3.5,17.0,11.79,0.517,-69.74
HighVol90&BelowMA250 | 创业板 [IS],2.25,0.318,-16.58,0.136,10.6,2012-01-05,2022-12-30,3.4,13.0,11.98,0.522,-69.74
HighVol90&BelowMA250 | 创业板 [OOS],9.63,1.345,-2.51,3.838,3.1,2023-01-03,2026-03-24,4.1,4.0,11.14,0.5,-41.45
Vol60<MA120 | 创业板 [FULL],0.69,0.131,-64.16,0.011,13.7,2012-01-05,2026-03-24,50.8,37.0,11.79,0.517,-69.74
Vol60<MA120 | 创业板 [IS],-0.62,0.064,-64.16,-0.01,10.6,2012-01-05,2022-12-30,50.0,28.0,11.98,0.522,-69.74
Vol60<MA120 | 创业板 [OOS],5.31,0.379,-33.08,0.161,3.1,2023-01-03,2026-03-24,53.3,9.0,11.14,0.5,-41.45
HighVol70&BelowMA250 | 创业板 [FULL],2.28,0.238,-33.36,0.068,13.7,2012-01-05,2026-03-24,12.5,22.0,11.79,0.517,-69.74
HighVol70&BelowMA250 | 创业板 [IS],0.21,0.086,-33.36,0.006,10.6,2012-01-05,2022-12-30,13.2,18.0,11.98,0.522,-69.74
HighVol70&BelowMA250 | 创业板 [OOS],9.73,1.026,-9.13,1.065,3.1,2023-01-03,2026-03-24,10.0,4.0,11.14,0.5,-41.45
HighVol80&BelowMA250 | 创业板 [FULL],4.17,0.482,-16.58,0.251,13.7,2012-01-05,2026-03-24,7.6,27.0,11.79,0.517,-69.74
HighVol80&BelowMA250 | 创业板 [IS],4.6,0.497,-16.58,0.278,10.6,2012-01-05,2022-12-30,7.6,22.0,11.98,0.522,-69.74
HighVol80&BelowMA250 | 创业板 [OOS],2.7,0.435,-10.58,0.255,3.1,2023-01-03,2026-03-24,7.6,5.0,11.14,0.5,-41.45
HighVol90&BelowMA250 | 创业板 [FULL],1.54,0.233,-16.58,0.093,13.7,2012-01-05,2026-03-24,4.4,12.0,11.79,0.517,-69.74
HighVol90&BelowMA250 | 创业板 [IS],1.99,0.265,-16.58,0.12,10.6,2012-01-05,2022-12-30,5.7,12.0,11.98,0.522,-69.74
HighVol90&BelowMA250 | 创业板 [OOS],0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,11.14,0.5,-41.45
Below_MA120&10Y<2.5 | 中证1000 [FULL],1.78,0.274,-18.26,0.098,11.3,2014-06-19,2026-03-24,6.4,10.0,8.73,0.419,-74.93
Below_MA120&10Y<2.5 | 中证1000 [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,0.0,0.0,7.09,0.373,-74.93
Below_MA120&10Y<2.5 | 中证1000 [OOS],6.71,0.525,-18.26,0.368,3.1,2023-01-03,2026-03-24,23.4,10.0,13.24,0.547,-44.24
Below_MA120&10Y<3.0 | 中证1000 [FULL],-3.42,-0.142,-51.16,-0.067,11.3,2014-06-19,2026-03-24,28.3,25.0,8.73,0.419,-74.93
Below_MA120&10Y<3.0 | 中证1000 [IS],-3.25,-0.151,-36.7,-0.089,8.3,2014-06-19,2022-12-30,19.1,13.0,7.09,0.373,-74.93
Below_MA120&10Y<3.0 | 中证1000 [OOS],-3.86,-0.125,-39.06,-0.099,3.1,2023-01-03,2026-03-24,53.1,11.0,13.24,0.547,-44.24
Below_MA120&10Y<3.5 | 中证1000 [FULL],-1.12,0.046,-51.16,-0.022,11.3,2014-06-19,2026-03-24,39.5,43.0,8.73,0.419,-74.93
Below_MA120&10Y<3.5 | 中证1000 [IS],-0.08,0.101,-41.24,-0.002,8.3,2014-06-19,2022-12-30,34.5,31.0,7.09,0.373,-74.93
Below_MA120&10Y<3.5 | 中证1000 [OOS],-3.86,-0.125,-39.06,-0.099,3.1,2023-01-03,2026-03-24,53.1,11.0,13.24,0.547,-44.24
Below_MA250&10Y<2.5 | 中证1000 [FULL],2.17,0.332,-20.12,0.108,11.3,2014-06-19,2026-03-24,6.4,4.0,8.73,0.419,-74.93
Below_MA250&10Y<2.5 | 中证1000 [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,0.0,0.0,7.09,0.373,-74.93
Below_MA250&10Y<2.5 | 中证1000 [OOS],8.21,0.636,-20.12,0.408,3.1,2023-01-03,2026-03-24,23.7,4.0,13.24,0.547,-44.24
Below_MA250&10Y<3.0 | 中证1000 [FULL],-4.45,-0.205,-57.37,-0.078,11.3,2014-06-19,2026-03-24,30.9,6.0,8.73,0.419,-74.93
Below_MA250&10Y<3.0 | 中证1000 [IS],-4.96,-0.259,-40.46,-0.123,8.3,2014-06-19,2022-12-30,22.1,2.0,7.09,0.373,-74.93
Below_MA250&10Y<3.0 | 中证1000 [OOS],-3.07,-0.085,-41.3,-0.074,3.1,2023-01-03,2026-03-24,54.6,3.0,13.24,0.547,-44.24
Below_MA250&10Y<3.5 | 中证1000 [FULL],-5.02,-0.177,-63.39,-0.079,11.3,2014-06-19,2026-03-24,39.8,13.0,8.73,0.419,-74.93
Below_MA250&10Y<3.5 | 中证1000 [IS],-5.73,-0.209,-48.87,-0.117,8.3,2014-06-19,2022-12-30,34.3,9.0,7.09,0.373,-74.93
Below_MA250&10Y<3.5 | 中证1000 [OOS],-3.07,-0.085,-41.3,-0.074,3.1,2023-01-03,2026-03-24,54.6,3.0,13.24,0.547,-44.24
Below_MA500&10Y<2.5 | 中证1000 [FULL],3.48,0.44,-20.12,0.173,11.3,2014-06-19,2026-03-24,6.5,4.0,8.73,0.419,-74.93
Below_MA500&10Y<2.5 | 中证1000 [IS],0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,0.0,0.0,7.09,0.373,-74.93
Below_MA500&10Y<2.5 | 中证1000 [OOS],13.4,0.843,-20.12,0.666,3.1,2023-01-03,2026-03-24,23.8,4.0,13.24,0.547,-44.24
Below_MA500&10Y<3.0 | 中证1000 [FULL],-0.8,0.008,-48.34,-0.017,11.3,2014-06-19,2026-03-24,25.5,7.0,8.73,0.419,-74.93
Below_MA500&10Y<3.0 | 中证1000 [IS],-1.27,-0.075,-23.32,-0.055,8.3,2014-06-19,2022-12-30,13.8,5.0,7.09,0.373,-74.93
Below_MA500&10Y<3.0 | 中证1000 [OOS],0.47,0.121,-44.24,0.011,3.1,2023-01-03,2026-03-24,56.7,1.0,13.24,0.547,-44.24
Below_MA500&10Y<3.5 | 中证1000 [FULL],-1.06,0.017,-48.34,-0.022,11.3,2014-06-19,2026-03-24,36.9,17.0,8.73,0.419,-74.93
Below_MA500&10Y<3.5 | 中证1000 [IS],-1.62,-0.035,-35.97,-0.045,8.3,2014-06-19,2022-12-30,29.6,15.0,7.09,0.373,-74.93
Below_MA500&10Y<3.5 | 中证1000 [OOS],0.47,0.121,-44.24,0.011,3.1,2023-01-03,2026-03-24,56.7,1.0,13.24,0.547,-44.24
PriceRank<P30(2y) | 中证1000 [FULL],-3.65,-0.139,-49.96,-0.073,11.3,2014-06-19,2026-03-24,39.3,25.0,8.73,0.419,-74.93
PriceRank<P30(2y) | 中证1000 [IS],-2.49,-0.073,-46.7,-0.053,8.3,2014-06-19,2022-12-30,34.1,23.0,7.09,0.373,-74.93
PriceRank<P30(2y) | 中证1000 [OOS],-6.68,-0.301,-42.8,-0.156,3.1,2023-01-03,2026-03-24,53.3,1.0,13.24,0.547,-44.24
PriceRank<P40(2y) | 中证1000 [FULL],-4.11,-0.149,-55.93,-0.074,11.3,2014-06-19,2026-03-24,44.4,20.0,8.73,0.419,-74.93
PriceRank<P40(2y) | 中证1000 [IS],-3.47,-0.112,-49.93,-0.069,8.3,2014-06-19,2022-12-30,40.6,18.0,7.09,0.373,-74.93
PriceRank<P40(2y) | 中证1000 [OOS],-5.81,-0.244,-44.24,-0.131,3.1,2023-01-03,2026-03-24,54.6,1.0,13.24,0.547,-44.24
PriceRank<P50(2y) | 中证1000 [FULL],-3.3,-0.084,-58.91,-0.056,11.3,2014-06-19,2026-03-24,48.4,16.0,8.73,0.419,-74.93
PriceRank<P50(2y) | 中证1000 [IS],-4.49,-0.158,-52.66,-0.085,8.3,2014-06-19,2022-12-30,45.5,13.0,7.09,0.373,-74.93
PriceRank<P50(2y) | 中证1000 [OOS],-0.03,0.096,-44.24,-0.001,3.1,2023-01-03,2026-03-24,56.4,2.0,13.24,0.547,-44.24
Cheap40(2y)&10YDown60 | 中证1000 [FULL],1.4,0.169,-39.16,0.036,11.3,2014-06-19,2026-03-24,24.7,47.0,8.73,0.419,-74.93
Cheap40(2y)&10YDown60 | 中证1000 [IS],3.31,0.313,-25.13,0.132,8.3,2014-06-19,2022-12-30,18.6,36.0,7.09,0.373,-74.93
Cheap40(2y)&10YDown60 | 中证1000 [OOS],-3.54,-0.139,-32.74,-0.108,3.1,2023-01-03,2026-03-24,41.0,11.0,13.24,0.547,-44.24
Cheap40(2y)&10YDown120 | 中证1000 [FULL],0.66,0.117,-40.01,0.017,11.3,2014-06-19,2026-03-24,25.3,36.0,8.73,0.419,-74.93
Cheap40(2y)&10YDown120 | 中证1000 [IS],2.78,0.27,-31.79,0.087,8.3,2014-06-19,2022-12-30,19.5,30.0,7.09,0.373,-74.93
Cheap40(2y)&10YDown120 | 中证1000 [OOS],-4.78,-0.215,-35.13,-0.136,3.1,2023-01-03,2026-03-24,40.7,6.0,13.24,0.547,-44.24
PriceRank<P30(3y) | 中证1000 [FULL],0.69,0.122,-43.93,0.016,11.3,2014-06-19,2026-03-24,32.7,20.0,8.73,0.419,-74.93
PriceRank<P30(3y) | 中证1000 [IS],0.77,0.126,-41.96,0.018,8.3,2014-06-19,2022-12-30,25.8,15.0,7.09,0.373,-74.93
PriceRank<P30(3y) | 中证1000 [OOS],0.46,0.119,-38.7,0.012,3.1,2023-01-03,2026-03-24,51.2,4.0,13.24,0.547,-44.24
PriceRank<P40(3y) | 中证1000 [FULL],-0.18,0.078,-50.17,-0.004,11.3,2014-06-19,2026-03-24,38.3,16.0,8.73,0.419,-74.93
PriceRank<P40(3y) | 中证1000 [IS],-1.12,0.005,-43.4,-0.026,8.3,2014-06-19,2022-12-30,30.2,3.0,7.09,0.373,-74.93
PriceRank<P40(3y) | 中证1000 [OOS],2.38,0.215,-41.3,0.058,3.1,2023-01-03,2026-03-24,60.0,12.0,13.24,0.547,-44.24
PriceRank<P50(3y) | 中证1000 [FULL],2.12,0.203,-47.65,0.044,11.3,2014-06-19,2026-03-24,43.8,20.0,8.73,0.419,-74.93
PriceRank<P50(3y) | 中证1000 [IS],-0.54,0.05,-43.4,-0.012,8.3,2014-06-19,2022-12-30,33.7,3.0,7.09,0.373,-74.93
PriceRank<P50(3y) | 中证1000 [OOS],9.56,0.473,-42.8,0.223,3.1,2023-01-03,2026-03-24,70.7,16.0,13.24,0.547,-44.24
Cheap40(3y)&10YDown60 | 中证1000 [FULL],6.03,0.468,-34.92,0.173,11.3,2014-06-19,2026-03-24,24.6,38.0,8.73,0.419,-74.93
Cheap40(3y)&10YDown60 | 中证1000 [IS],4.5,0.421,-26.11,0.172,8.3,2014-06-19,2022-12-30,15.7,17.0,7.09,0.373,-74.93
Cheap40(3y)&10YDown60 | 中证1000 [OOS],10.23,0.579,-32.74,0.313,3.1,2023-01-03,2026-03-24,48.3,21.0,13.24,0.547,-44.24
Cheap40(3y)&10YDown120 | 中证1000 [FULL],1.84,0.194,-36.42,0.051,11.3,2014-06-19,2026-03-24,25.7,25.0,8.73,0.419,-74.93
Cheap40(3y)&10YDown120 | 中证1000 [IS],1.38,0.172,-33.23,0.042,8.3,2014-06-19,2022-12-30,17.2,10.0,7.09,0.373,-74.93
Cheap40(3y)&10YDown120 | 中证1000 [OOS],3.08,0.246,-35.13,0.088,3.1,2023-01-03,2026-03-24,48.7,15.0,13.24,0.547,-44.24
"RSI14(30,70) | 中证1000 [FULL]",-4.5,-0.092,-59.77,-0.075,11.3,2014-06-19,2026-03-24,50.5,31.0,8.73,0.419,-74.93
"RSI14(30,70) | 中证1000 [IS]",-2.76,0.003,-56.51,-0.049,8.3,2014-06-19,2022-12-30,50.7,23.0,7.09,0.373,-74.93
"RSI14(30,70) | 中证1000 [OOS]",-8.99,-0.431,-38.19,-0.235,3.1,2023-01-03,2026-03-24,50.0,7.0,13.24,0.547,-44.24
"RSI14(20,80) | 中证1000 [FULL]",-2.81,-0.021,-61.88,-0.045,11.3,2014-06-19,2026-03-24,50.3,12.0,8.73,0.419,-74.93
"RSI14(20,80) | 中证1000 [IS]",-2.04,0.026,-61.88,-0.033,8.3,2014-06-19,2022-12-30,51.0,8.0,7.09,0.373,-74.93
"RSI14(20,80) | 中证1000 [OOS]",-4.81,-0.185,-37.92,-0.127,3.1,2023-01-03,2026-03-24,48.6,3.0,13.24,0.547,-44.24
"RSI14(40,60) | 中证1000 [FULL]",-5.39,-0.133,-62.33,-0.086,11.3,2014-06-19,2026-03-24,49.1,55.0,8.73,0.419,-74.93
"RSI14(40,60) | 中证1000 [IS]",-5.3,-0.112,-54.16,-0.098,8.3,2014-06-19,2022-12-30,47.4,40.0,7.09,0.373,-74.93
"RSI14(40,60) | 中证1000 [OOS]",-5.62,-0.207,-31.38,-0.179,3.1,2023-01-03,2026-03-24,53.5,15.0,13.24,0.547,-44.24
"RSI30(30,70) | 中证1000 [FULL]",-2.43,-0.048,-56.48,-0.043,11.3,2014-06-19,2026-03-24,41.6,7.0,8.73,0.419,-74.93
"RSI30(30,70) | 中证1000 [IS]",-3.99,-0.131,-47.16,-0.085,8.3,2014-06-19,2022-12-30,38.8,4.0,7.09,0.373,-74.93
"RSI30(30,70) | 中证1000 [OOS]",1.85,0.192,-44.24,0.042,3.1,2023-01-03,2026-03-24,49.0,2.0,13.24,0.547,-44.24
"RSI30(20,80) | 中证1000 [FULL]",-1.6,-0.086,-45.12,-0.036,11.3,2014-06-19,2026-03-24,18.1,1.0,8.73,0.419,-74.93
"RSI30(20,80) | 中证1000 [IS]",-2.2,-0.101,-45.12,-0.049,8.3,2014-06-19,2022-12-30,24.8,1.0,7.09,0.373,-74.93
"RSI30(20,80) | 中证1000 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,13.24,0.547,-44.24
"RSI30(40,60) | 中证1000 [FULL]",-3.72,-0.061,-56.37,-0.066,11.3,2014-06-19,2026-03-24,48.4,20.0,8.73,0.419,-74.93
"RSI30(40,60) | 中证1000 [IS]",-1.21,0.063,-43.59,-0.028,8.3,2014-06-19,2022-12-30,46.6,16.0,7.09,0.373,-74.93
"RSI30(40,60) | 中证1000 [OOS]",-10.11,-0.474,-38.76,-0.261,3.1,2023-01-03,2026-03-24,53.5,4.0,13.24,0.547,-44.24
"RSI60(30,70) | 中证1000 [FULL]",0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,0.0,0.0,8.73,0.419,-74.93
"RSI60(30,70) | 中证1000 [IS]",0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,0.0,0.0,7.09,0.373,-74.93
"RSI60(30,70) | 中证1000 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,13.24,0.547,-44.24
"RSI60(20,80) | 中证1000 [FULL]",0.0,0.0,0.0,0.0,11.3,2014-06-19,2026-03-24,0.0,0.0,8.73,0.419,-74.93
"RSI60(20,80) | 中证1000 [IS]",0.0,0.0,0.0,0.0,8.3,2014-06-19,2022-12-30,0.0,0.0,7.09,0.373,-74.93
"RSI60(20,80) | 中证1000 [OOS]",0.0,0.0,0.0,0.0,3.1,2023-01-03,2026-03-24,0.0,0.0,13.24,0.547,-44.24
"RSI60(40,60) | 中证1000 [FULL]",0.19,0.11,-49.64,0.004,11.3,2014-06-19,2026-03-24,45.2,8.0,8.73,0.419,-74.93
"RSI60(40,60) | 中证1000 [IS]",0.07,0.11,-49.64,0.001,8.3,2014-06-19,2022-12-30,47.2,5.0,7.09,0.373,-74.93
"RSI60(40,60) | 中证1000 [OOS]",0.52,0.113,-36.02,0.014,3.1,2023-01-03,2026-03-24,39.7,2.0,13.24,0.547,-44.24
Dist_MA20<-3% | 中证1000 [FULL],-4.71,-0.153,-55.74,-0.084,11.3,2014-06-19,2026-03-24,23.0,132.0,8.73,0.419,-74.93
Dist_MA20<-3% | 中证1000 [IS],-6.1,-0.195,-52.77,-0.116,8.3,2014-06-19,2022-12-30,23.2,90.0,7.09,0.373,-74.93
Dist_MA20<-3% | 中证1000 [OOS],-0.89,0.008,-18.75,-0.047,3.1,2023-01-03,2026-03-24,22.4,42.0,13.24,0.547,-44.24
Dist_MA20<-5% | 中证1000 [FULL],-1.12,0.014,-41.14,-0.027,11.3,2014-06-19,2026-03-24,11.5,89.0,8.73,0.419,-74.93
Dist_MA20<-5% | 中证1000 [IS],-3.24,-0.092,-41.14,-0.079,8.3,2014-06-19,2022-12-30,13.2,67.0,7.09,0.373,-74.93
Dist_MA20<-5% | 中证1000 [OOS],4.78,0.495,-13.49,0.354,3.1,2023-01-03,2026-03-24,7.1,22.0,13.24,0.547,-44.24
Dist_MA20<-8% | 中证1000 [FULL],-0.85,-0.013,-35.35,-0.024,11.3,2014-06-19,2026-03-24,4.1,28.0,8.73,0.419,-74.93
Dist_MA20<-8% | 中证1000 [IS],-1.89,-0.07,-35.35,-0.054,8.3,2014-06-19,2022-12-30,5.2,25.0,7.09,0.373,-74.93
Dist_MA20<-8% | 中证1000 [OOS],2.0,1.063,-0.43,4.623,3.1,2023-01-03,2026-03-24,1.0,3.0,13.24,0.547,-44.24
Dist_MA20<-10% | 中证1000 [FULL],0.92,0.144,-27.9,0.033,11.3,2014-06-19,2026-03-24,2.3,22.0,8.73,0.419,-74.93
Dist_MA20<-10% | 中证1000 [IS],0.57,0.107,-27.9,0.02,8.3,2014-06-19,2022-12-30,3.0,21.0,7.09,0.373,-74.93
Dist_MA20<-10% | 中证1000 [OOS],1.88,1.024,-0.1,18.757,3.1,2023-01-03,2026-03-24,0.5,1.0,13.24,0.547,-44.24
Dist_MA20<-15% | 中证1000 [FULL],-0.53,-0.037,-20.1,-0.026,11.3,2014-06-19,2026-03-24,1.0,7.0,8.73,0.419,-74.93
Dist_MA20<-15% | 中证1000 [IS],-0.94,-0.068,-20.1,-0.047,8.3,2014-06-19,2022-12-30,1.2,6.0,7.09,0.373,-74.93
Dist_MA20<-15% | 中证1000 [OOS],0.58,0.723,-0.1,5.794,3.1,2023-01-03,2026-03-24,0.3,1.0,13.24,0.547,-44.24
Above_MA20 | 中证1000 [FULL],10.06,0.528,-54.19,0.186,11.3,2014-06-19,2026-03-24,51.7,168.0,8.73,0.419,-74.93
Above_MA20 | 中证1000 [IS],10.88,0.574,-54.19,0.201,8.3,2014-06-19,2022-12-30,53.5,114.0,7.09,0.373,-74.93
Above_MA20 | 中证1000 [OOS],7.91,0.423,-27.02,0.293,3.1,2023-01-03,2026-03-24,46.9,54.0,13.24,0.547,-44.24
Dist_MA60<-3% | 中证1000 [FULL],-4.92,-0.134,-57.32,-0.086,11.3,2014-06-19,2026-03-24,35.4,78.0,8.73,0.419,-74.93
Dist_MA60<-3% | 中证1000 [IS],-5.49,-0.138,-51.07,-0.108,8.3,2014-06-19,2022-12-30,34.9,56.0,7.09,0.373,-74.93
Dist_MA60<-3% | 中证1000 [OOS],-3.36,-0.125,-26.28,-0.128,3.1,2023-01-03,2026-03-24,36.9,22.0,13.24,0.547,-44.24
Dist_MA60<-5% | 中证1000 [FULL],-2.77,-0.051,-47.32,-0.059,11.3,2014-06-19,2026-03-24,26.5,65.0,8.73,0.419,-74.93
Dist_MA60<-5% | 中证1000 [IS],-5.54,-0.162,-47.32,-0.117,8.3,2014-06-19,2022-12-30,27.1,43.0,7.09,0.373,-74.93
Dist_MA60<-5% | 中证1000 [OOS],5.05,0.468,-17.52,0.288,3.1,2023-01-03,2026-03-24,25.1,22.0,13.24,0.547,-44.24
Dist_MA60<-8% | 中证1000 [FULL],0.51,0.114,-38.06,0.013,11.3,2014-06-19,2026-03-24,14.3,55.0,8.73,0.419,-74.93
Dist_MA60<-8% | 中证1000 [IS],-2.23,-0.023,-38.06,-0.059,8.3,2014-06-19,2022-12-30,16.8,40.0,7.09,0.373,-74.93
Dist_MA60<-8% | 中证1000 [OOS],8.23,1.055,-7.9,1.042,3.1,2023-01-03,2026-03-24,7.6,15.0,13.24,0.547,-44.24
