index,direction,is_sharpe,oos_sharpe,oos_trades,oos_pass_5trades,oos_pass_any
科创50,dip,0.6689843014191076,0.6098128353061016,15,True,True
科创50,dip,0.5354130068477672,0.24993235661363739,14,True,True
科创50,dip,0.5375839607213078,0.5020125220454196,13,True,True
科创50,dip,0.5830624033586914,0.3994950971092257,12,True,True
科创50,dip,0.5329161136792735,0.5534600811477646,15,True,True
科创50,dip,0.5255057818022874,0.03768234810352802,13,True,True
科创50,dip,0.9474505518018553,0.4100280531177281,12,True,True
科创50,dip,0.7294351225625251,0.4764540700121288,15,True,True
科创50,dip,0.8674458609066047,0.06428015548819821,13,True,True
科创50,dip,0.8425841561125442,0.4100280531177281,12,True,True
科创50,dip,0.617113757676199,0.4686838659611714,12,True,True
科创50,dip,0.6967030066695272,0.09822369204483884,13,True,True
科创50,dip,0.6856595327771458,0.4686838659611714,12,True,True
科创50,dip,0.6790670970213267,0.4505467789344252,12,True,True
科创50,dip,0.6852759567763798,0.0773744261945059,13,True,True
科创50,dip,0.6987290996440165,0.4505467789344252,12,True,True
科创50,dip,0.7177773843442276,0.5140193138195678,12,True,True
科创50,dip,0.5918357485819995,0.16744869879716573,13,True,True
科创50,dip,0.8629838330706429,0.5140193138195678,12,True,True
科创50,dip,0.519142374684796,0.5233259597673903,12,True,True
科创50,dip,0.5473045354977968,0.4963385814414022,12,True,True
科创50,dip,0.7101289141150022,0.4252271450055817,12,True,True
科创50,dip,0.5228071202251761,0.02878495460575833,13,True,True
科创50,dip,0.6018781396563759,0.3982330861974581,12,True,True
科创50,dip,0.646397669466628,0.33697209086499935,12,True,True
科创50,dip,0.5872552791252431,0.07125157915596146,13,True,True
科创50,dip,0.6323828773274273,0.30233516556316115,12,True,True
科创50,dip,0.6236178227093031,0.5130727441734506,15,True,True
科创50,dip,0.5473851754795321,0.3530532434197529,11,True,True
科创50,dip,0.7108424480363625,0.5537280456027689,15,True,True
科创50,dip,0.5362264075725698,0.14393066177195335,13,True,True
科创50,dip,0.5055614902981964,0.2591058899471968,12,True,True
科创50,dip,0.6263298136731094,0.5750521263600609,15,True,True
科创50,dip,0.5603216362310043,0.8261763784404546,15,True,True
科创50,dip,0.6076475579621782,0.5803340541782472,11,True,True
科创50,dip,0.5104901406195445,0.56030624953731,10,True,True
科创50,dip,0.5089583305511857,0.5127627879923331,15,True,True
科创50,dip,0.6336481732044091,0.6571042706027781,10,True,True
科创50,dip,0.5228224712344485,0.4609604496750843,10,True,True
科创50,dip,0.5143854313245142,0.5877280692514923,14,True,True
科创50,dip,0.8786010891734334,0.4705877240092955,14,True,True
科创50,dip,0.7184235279075512,-0.01991372482764102,12,False,False
科创50,dip,0.6897445695150243,0.2540056598881841,11,True,True
科创50,dip,0.5712231656739217,0.35993500759318175,9,True,True
科创50,dip,0.8195584277867891,0.3618694780482023,14,True,True
科创50,dip,0.7161481763767478,-0.16433998605275343,12,False,False
科创50,dip,0.6661238051045982,0.25245106995259103,11,True,True
科创50,dip,0.693017745498796,0.17653954640589983,8,True,True
科创50,dip,0.8193360079533624,0.1854404669704208,13,True,True
科创50,dip,0.8324271857086935,-0.3616847431779633,11,False,False
科创50,dip,0.7542075135365208,0.08343223929590225,10,True,True
科创50,dip,0.5395431320473715,0.15419150454781136,8,True,True
科创50,dip,0.7712503634515385,0.34475044463881194,13,True,True
科创50,dip,0.6929345058057238,-0.26014418195808553,11,False,False
科创50,dip,0.6681964164559133,0.059998762210530195,10,True,True
科创50,dip,0.5339654271138021,0.2549936556668769,8,True,True
科创50,dip,0.7724050798316712,0.563081011135528,13,True,True
科创50,dip,0.7310073706271122,0.01880636185031765,11,True,True
科创50,dip,0.7405066040951566,0.18920347424165118,10,True,True
科创50,dip,0.5445077592453377,0.25222420988156674,8,True,True
科创50,dip,0.8439872009083716,0.5469986486459051,13,True,True
科创50,dip,0.6994083130585067,0.01630558143019329,11,True,True
